	0
a	386
aa	1
aaron	1
abandoned	2
able	6
abominable	1
about	13
abreast	1
absolutely	1
absorb	1
academy	1
accepted	1
accident	1
accommodations	1
accompanying	1
accomplished	1
according	1
accordingly	3
account	5
accuracy	2
accurate	1
achieve	2
achieved	1
achievement	1
acknowledged	1
acquainted--wet	1
across	8
acting	1
action	12
action-filled	1
actions	1
activated	1
acts	1
actual	1
actually	2
added	2
addition	1
additional	2
adjacent	1
adjust	2
adjutant	1
adm	2
administer	1
admiral	15
admiral’s	1
admitted	1
advance	11
advanced	3
advances	2
advancing	1
advantage	2
adversary	1
aerial	1
aerie	1
affairs	1
affliction	1
afloat	1
aft	1
after	33
afterwards	1
again	5
against	15
agano	1
age	1
aggressive	1
ago	1
ahead	6
aid	6
air	20
air-naval	1
aircraft	7
airfield	6
airfields	12
airplane-dropped	1
airplanes	1
airpower	1
airsol	1
airsols	3
airstrip	5
airstrips	5
alabama	3
alabama’s	1
alan	2
alarmingly	1
alert	1
alexander	3
alive	1
all	51
all-important	1
allen	5
alleviate	1
allied	5
allies	2
allowed	2
almost	13
alone	1
along	6
alongside	1
alphabet	1
already	6
also	15
although	3
alvin	1
always	7
am	1
amazingly	1
ambiguous	1
ambulance	2
ambulances	1
ambush	2
ambushed	1
ambushes	1
americal	3
american	21
americans	9
amidships	1
ammunition	5
among	6
amount	1
amphibian	4
amphibious	6
amtrac	1
amtracs	5
an	50
ancient	2
and	509
and/or	1
andrew	1
anew	1
annihilation	1
anniversary	1
another	19
answered	1
antecedent	1
antiaircraft	4
anticipated	2
antitank	1
ants	1
any	2
anyone	1
anything	1
apa	1
apart	2
apparent	1
appeared	2
apple	1
applington	1
apply	1
appointed	2
approach	1
approved	1
april	2
apt	1
archipelago	1
archives	8
are	3
area	14
area--and	1
areas	4
arleigh	1
arm	1
armor	1
arms	3
army	17
army-marine	2
army’s	5
around	13
array	1
arrival	1
arrivals	1
arrive	1
arrived	6
arriving	2
art	1
artillery	33
arts	1
as	98
ashore	19
aside	1
ask	1
asmuth	1
aspects	1
asphalt	1
aspirin	1
assault	17
assaulted	1
assaults	3
assembled	2
assembling	1
asset	1
assigned	10
assignment	2
assistant	4
assistants	1
assumed	5
assure	1
at	121
atabrine	1
ate	2
atoll	1
atop	1
attached	1
attack	27
attacked	11
attackers	2
attacking	3
attacks	10
attempt	1
attempts	2
attending	1
attention	1
augmented	1
august	4
augusta	6
aurthur	1
ausburne	1
australian	6
australians	2
author	3
authorities	1
authorized	2
automatic	3
auxiliary	1
available	3
aviation	2
aviators	1
avoid	3
await	1
awakened	1
award	1
awarded	9
awards	1
aware	1
away	13
b	5
b-24s	1
bachelor	1
back	30
backs	1
bad	2
badly	2
bags	1
baguio	1
bakers	2
band	2
bandage	1
banked	1
banyan	2
bar	2
barbed	1
barely	1
barge	8
barges	1
barrage	5
barrages	1
barrett	3
barrett’s	1
barrier	2
barrowclough	1
base	11
baseball	1
based	1
bases	2
basic	2
basin	6
basins	1
bataan	1
battalion	57
battalions	15
battalion’s	1
batteries	2
battering	1
battery	2
battle	29
battle-hardened	1
battles	4
battlewise	1
battling	1
bay	8
bayonet	1
be	45
beach	23
beached	2
beaches	18
beachhead	14
beachhead’s	1
beans	1
bean’s	1
bear	1
bearers	4
beat-up	1
beaten	1
beavers	1
became	8
because	7
become	9
becoming	1
bedraggled	1
beefed	1
beefing	1
been	45
beer	2
before	22
began	9
begging	1
beginning	3
begun	1
behind	7
beightler	6
being	7
believable	1
believe	1
believed	1
below	2
beneath	1
benis	1
bequest	1
bernard	2
beside	3
bespectacled	1
better	4
between	6
beyond	2
bible	1
