	0
a	3658
a.d	2
a.m	19
aback	2
abandon	1
abandoned	2
abb	3
abchur	1
abdomen	1
abdominal	2
abed	1
abel	4
abetting	1
able	50
abnormal	4
abnormally	3
abode	1
abolished	1
abomination	1
abound	4
abounded	1
about	356
above	92
above-mentioned	1
abroad	2
abruptly	2
absence	9
absent	2
absolute	5
absolutely	25
absurd	1
absurd-looking	1
absurdly	1
abundance	1
abundant	3
abuse	2
abuses	1
abutting	1
abysses	1
abyssinia	4
accelerated	1
accept	1
acceptable	2
accepted	6
accepting	1
access	3
accessible	6
accessories	1
accident	2
accidentally	1
accidents	4
acclivities	1
accommodation	1
accompanied	15
accompany	4
accompanying	5
accomplish	3
accomplishment	1
accord	2
accorded	1
according	38
accords	1
account	44
accounted	3
accounts	9
accrue	1
accuracy	8
accurate	9
accurately	5
accursed	2
accustomed	13
achieve	1
achieved	1
achievements	1
acknowledged	1
acknowledging	2
acorns	1
acquaintance	3
acquaintances	1
acquainted	2
acquisition	1
acquit	1
acre	2
acrid	1
across	46
across|inside	1
across|tips|widest	1
act	5
acted	2
acting	1
action	13
actions	5
active	7
actively	1
activity	3
actor	1
acts	2
actual	8
actually	13
acute	2
ad	1
adam	3
adams	1
adaptation	2
adapted	1
add	5
add.--c	1
added	9
adding	3
addition	9
additional	4
additions	1
adds	5
adequate	1
adhere	1
adhered	1
adherence	1
adjacent	4
adjoining	8
adjusted	1
adjustment	2
administering	2
admirable	1
admirably	2
admiration	2
admirers	1
admit	4
adopt	2
adopted	6
adopting	1
adoption	1
adorned	1
adornments	2
adult	1
advance	5
advanced	1
advancement	1
advances	1
advancing	4
advantage	26
advantage--_ceteris	1
advantages	10
advent	1
adventure	7
adventurer	2
adventures	8
adversary	1
advice	11
advisability	1
advisable	4
advised	1
advisedly	1
afar	2
affair	2
affairs	4
affect	4
affected	2
affects	1
affinis	5
affirm	1
affirmative	1
afford	13
afforded	6
affording	3
affords	4
afghan	2
afghanistan	9
afield	1
afoot	1
afraid	8
afresh	1
africa	16
african	17
afrique	1
aft--if	1
after	200
